(2.87, -5.39, -1.82)
(10.57, 2.94, -1.12)
(10.29, -0.42, -4.55)
(11.34, -6.44, 0.98)
(7.98, -2.24, 4.06)
(5.81, -3.29, 7.49)
(-2.31, -10.78, 6.23)
(-5.88, -24.85, 5.32)
(-14.49, -29.12, 2.52)
(-17.08, -84.42, 45.15)
(-14.00, -21.28, -44.66)
(-9.24, 25.69, -5.67)
(-13.30, -18.20, -3.92)
(22.12, -43.47, -9.59)
(41.44, 47.18, -23.87)
(13.93, 44.66, -8.05)
(5.25, 29.26, -16.80)
(-4.83, -28.98, 26.53)
(-15.89, -19.46, 24.29)
(-12.25, 29.12, 0.14)
(-32.27, 8.05, -4.90)
(-30.73, -4.83, 13.44)
(-24.01, 15.54, -5.11)
(-44.10, -9.03, 8.96)
(7.70, -18.48, 9.66)
(19.32, 11.76, -11.55)
(-16.59, -11.69, 13.79)
(8.33, 4.34, 7.49)
(15.26, -21.70, 2.03)
(33.11, -16.94, -15.12)
(43.26, -23.24, -13.65)
(34.65, -14.35, -11.48)
(28.14, -0.21, -20.93)
(6.16, 2.59, -28.35)
(-3.08, 10.57, -52.57)
(-3.78, -1.61, -84.70)
(-22.19, -18.41, -89.18)
(4.13, 7.63, -108.85)
(15.68, 2.73, -112.49)
(-10.57, -18.69, -92.19)
(6.16, -5.46, -53.90)
(2.87, 2.10, -38.36)
(4.90, -0.35, -37.73)
(-3.57, -0.56, -14.14)
(7.49, 0.28, -27.65)
(8.33, -4.83, -35.91)
(2.80, 2.17, -33.18)
(-0.28, 0.00, -26.53)
(1.47, -0.56, -9.73)
(1.82, -1.89, -8.68)
(3.92, -2.17, -16.31)
(0.21, -3.99, -11.34)
(2.31, -4.55, -14.07)
(0.21, -4.69, -4.48)
(2.80, -2.31, -9.17)
(0.77, -4.55, -9.24)
(3.01, -4.76, -6.72)
(1.89, -3.50, -0.28)
(0.70, -1.82, 3.22)
(1.33, -4.69, 4.76)
(-0.14, -3.08, 11.76)
(-2.24, -3.43, 21.35)
(9.24, 3.22, 37.45)
(12.25, -5.25, 73.71)
(14.91, 9.38, 114.94)
(7.28, 15.96, 188.86)
(-2.87, -3.22, 170.59)
(-0.63, 5.74, 126.35)
(5.53, 6.72, 94.01)
(-1.19, 4.90, 50.89)
(-7.56, 3.85, 31.64)
(-8.12, -1.96, 22.40)
(-19.95, -8.47, -0.63)
(-28.56, -8.61, 6.23)
(-4.34, 15.05, -8.12)
(-11.27, 20.65, -8.33)
(-42.00, 13.51, 3.36)
(-8.61, 21.63, -3.71)
(-9.31, 12.39, -4.13)
(3.29, -17.22, -3.08)
(-4.27, -25.41, 17.36)
(8.12, -0.91, -16.24)
(16.10, 6.72, 0.14)
(10.43, -9.17, 9.38)
(13.09, -5.04, 12.18)
(28.28, -18.83, -7.42)
(8.96, 9.73, -32.83)
(-10.78, -7.42, 8.19)
(-1.75, -20.65, -6.02)
(5.88, -33.81, 9.52)
(-6.93, 52.01, -11.69)
(-12.18, 7.07, 11.20)
(4.97, 32.41, -32.41)
(-3.71, -13.86, 7.91)
(9.80, -11.13, -2.94)
(14.35, -14.56, -19.74)
(-0.98, -4.20, -11.55)
(-5.04, 2.45, 0.14)
(-2.73, 2.45, -1.12)
(4.55, -3.43, -5.53)
(12.04, -9.10, 0.00)
(6.58, -3.01, 4.13)
(0.63, -6.93, 3.64)
(-0.07, -5.67, -3.08)
(0.84, -7.35, -0.21)
(-0.84, -3.01, 6.51)
(0.91, -7.00, 3.22)
(-1.89, -1.26, -3.57)
(-1.26, -1.47, -1.89)
(-2.73, -5.46, -6.86)
(-1.12, -7.56, 2.03)
(6.09, -5.74, 0.07)
(8.61, -5.11, -1.68)
(6.23, -3.64, -2.94)
(7.49, -4.76, -2.80)
(3.85, -2.17, -0.77)
(0.98, -3.08, -0.21)
(-0.77, -1.26, -1.05)
(1.33, -1.96, -0.77)
(0.00, -3.15, -0.77)
(0.28, -4.83, 0.91)
(-0.84, -0.91, 1.82)
(-1.05, -0.35, -0.84)
(1.82, -1.89, -1.19)
(2.03, -3.78, 0.84)
(-1.33, -2.59, 1.19)
(1.12, -0.49, 1.47)
(2.66, -3.15, 1.89)
(1.82, -3.99, 2.80)
(0.14, -1.26, 2.59)
(-0.42, 0.49, 2.31)
(-3.15, 1.54, 2.45)
(-1.26, -1.89, -1.82)
(3.85, -3.36, -1.47)
(5.11, -3.01, -1.96)
(8.82, -8.61, -4.06)
(3.01, -3.22, 0.35)
(1.05, -2.87, 0.35)
(1.89, -4.20, -2.52)
(0.91, -1.19, 0.07)
(2.94, -2.73, -1.82)
(2.03, -1.82, -0.91)
(3.92, -2.17, -2.87)
(4.97, -3.92, -2.52)
(4.83, -3.36, -0.56)
(3.29, -3.92, -1.68)
(1.47, -3.29, 0.42)
(0.56, 0.42, -0.56)
(2.87, -1.61, -4.41)
(4.97, -5.81, -1.33)
(3.01, -2.66, 2.80)
(3.36, -4.97, -0.28)
