(25.55, 27.44, 87.92)
(10.01, 28.63, 138.18)
(-3.92, 5.81, 153.09)
(-1.33, 7.49, 136.01)
(-11.83, 24.29, 116.97)
(-2.59, 11.06, 37.24)
(-16.66, 0.98, 56.00)
(-21.00, -18.69, 64.68)
(-7.21, -4.76, 28.56)
(-5.11, 2.94, 0.91)
(-0.56, 5.25, -8.19)
(4.06, 2.87, -10.15)
(14.14, 2.17, -6.23)
(4.83, -3.85, -0.70)
(-0.35, -2.03, 2.17)
(-6.72, -5.32, 5.18)
(5.46, -2.24, -5.67)
(0.70, -2.66, -1.05)
(0.70, -4.34, -0.14)
(3.08, -1.82, -3.01)
(-0.84, -3.71, -0.28)
(2.66, -3.36, -2.10)
(2.59, -3.29, -2.24)
(0.91, -4.06, 0.28)
(4.76, -3.50, -3.57)
(1.96, -3.08, -1.40)
(0.84, -3.99, 0.49)
(2.59, -2.59, -1.54)
(1.75, -3.92, 0.42)
(2.87, -2.17, -2.03)
(1.96, -3.29, -1.19)
(0.42, -4.06, 0.42)
(3.22, -2.10, -2.45)
(0.98, -4.41, 0.49)
(2.17, -3.99, -0.63)
(2.66, -2.80, -2.10)
(1.40, -3.92, 0.14)
(2.94, -3.01, -1.54)
(2.59, -2.87, -1.54)
(0.84, -3.50, 0.49)
(1.82, -3.43, -1.05)
(1.82, -3.57, 0.00)
(2.94, -2.52, -0.84)
(2.52, -2.52, -1.75)
(0.07, -4.41, 0.49)
(1.33, -3.08, -0.56)
(2.38, -2.80, -1.82)
(1.75, -3.15, -0.63)
(1.26, -3.85, -0.63)
(2.03, -2.38, -0.84)
(2.59, -3.01, -1.19)
(2.03, -3.92, -1.33)
(2.38, -2.80, -1.26)
(1.75, -2.87, -0.42)
(1.33, -2.94, -0.63)
(1.61, -3.92, -0.35)
(3.78, -3.15, -2.73)
(1.89, -2.73, -1.12)
(0.63, -2.73, 0.14)
(3.36, -2.94, -0.98)
(3.29, -2.52, -1.96)
(0.98, -3.29, -0.28)
(1.61, -3.29, 0.35)
(2.80, -2.80, -0.98)
(2.45, -2.87, -0.56)
(2.03, -3.36, -0.56)
(1.33, -2.66, -0.07)
(1.54, -3.01, -0.56)
(1.89, -3.08, -0.70)
(2.52, -2.73, -1.54)
(1.61, -3.15, -0.14)
(1.12, -2.80, 0.42)
(2.80, -3.01, -1.68)
(2.94, -2.52, -1.75)
(2.59, -3.01, -2.45)
(1.61, -3.92, 0.28)
(2.87, -3.78, -2.17)
(3.64, -2.45, -2.87)
(1.33, -3.08, -0.14)
(0.63, -2.66, -0.49)
(1.33, -4.41, -0.63)
(4.06, -2.94, -0.84)
(3.43, -3.71, 0.21)
(4.20, -5.95, -2.10)
(4.69, -7.84, -2.66)
(7.91, -8.33, -14.35)
(10.85, -0.98, -49.07)
(4.69, -10.36, -90.09)
(-9.31, -13.72, -134.82)
(-5.88, -15.19, -119.14)
(0.28, -11.48, -110.18)
(-2.52, -13.02, -108.15)
(8.75, -9.10, -95.06)
(3.15, -9.45, -77.84)
(-1.26, -7.91, -54.18)
(0.00, -4.13, -44.31)
(-0.84, -4.20, -29.89)
(-0.98, -2.24, -21.63)
(-2.94, 0.42, -6.16)
(-0.35, 1.54, 2.03)
(-0.91, 3.64, 22.19)
(-1.40, 2.10, 35.07)
(1.54, 8.26, 49.98)
(8.82, 9.17, 63.49)
(13.65, 11.55, 85.19)
(12.81, 4.48, 131.95)
(19.11, -5.81, 142.45)
(-1.40, -1.33, 167.23)
(-3.85, 26.81, 140.91)
(-20.79, -21.00, 83.16)
(-13.16, 13.23, 52.22)
(11.55, 6.16, -4.06)
(10.08, 3.29, -15.82)
(-15.96, -3.64, 5.04)
(-11.90, -10.99, 2.31)
(0.98, -4.62, -9.66)
(1.75, -2.10, -2.52)
(3.01, -2.66, -2.31)
(2.03, 2.45, -5.74)
(-1.75, -5.25, 2.80)
(5.67, 0.21, -4.76)
(-0.21, 3.43, 0.21)
(0.77, 5.46, 11.62)
(2.17, -1.33, 3.85)
(-7.70, -6.30, 14.77)
(5.88, -5.95, 1.33)
(6.51, -2.94, -2.87)
(0.00, -4.69, -0.63)
(1.75, -2.59, -4.41)
(-3.43, 4.34, -13.16)
(-10.78, 1.96, 3.78)
(-3.43, -0.77, 2.38)
(6.65, 2.45, 15.82)
(32.48, -0.70, -0.07)
(30.17, -0.14, -10.99)
(16.94, 0.21, -3.15)
(17.15, -1.40, -0.14)
(36.68, -2.66, -15.82)
(-2.87, -6.79, -7.28)
(-62.23, -17.36, 7.21)
(19.88, 30.24, -6.30)
(14.56, 17.71, -12.74)
(-5.46, 13.65, 0.28)
(-31.08, 4.90, 4.69)
(-22.89, -2.45, 3.92)
(-44.38, -10.08, 12.11)
(-90.30, -26.88, 18.20)
(-49.84, -13.86, 7.91)
(30.66, 5.88, -11.83)
(88.83, 5.25, -13.72)
(116.27, -12.04, -10.99)
(129.15, -20.51, -31.01)
(147.91, -2.80, -30.45)
(124.81, -20.93, -30.17)
(-0.14, -36.89, 25.06)
(-10.36, -21.63, 33.25)
(-53.62, 11.27, 8.96)
(-97.02, 1.82, -2.10)
(-63.91, 6.09, -10.36)
(-30.87, -40.11, 16.80)
(-12.95, -14.35, 13.93)
(2.24, 7.49, 6.44)
(-12.95, 12.04, 16.31)
(-13.44, 12.74, 19.74)
(-13.30, -3.50, 18.06)
